CustomerID,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus,TFI,Churn_Probability
3330622,1,39.38,19.0,45.0,0.0,0.0,0.4,15.0,-0.4,0.3,1.3,6.3,0.0,0.7,0.3,1.3,0.0,2.3,4.7,1.7,0.0,0.0,11,1,1,APCWAS202,1.0,1.0,310.0,44.0,46.0,Yes,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,4,No,0,Unknown,No,4-Medium,Other,Other,Yes,0.7289770365637879,0.35089418
3123918,0,36.54,486.0,30.0,0.5,21.0,0.0,-174.0,-3.0,17.0,4.7,36.3,0.0,0.0,158.5,45.7,4.0,126.3,102.0,21.7,0.0,3.0,21,1,1,MIANAP941,1.0,1.0,632.0,48.0,46.0,Yes,No,No,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,7,No,0,Unknown,No,3-Good,Town,Self,Yes,7.199683536545842,0.43222868
3172990,0,9.5,266.0,10.0,0.0,0.0,0.0,-90.0,0.0,1.0,0.7,5.0,0.0,0.0,44.7,7.3,3.3,57.0,12.3,1.7,0.0,0.0,19,3,2,SANSAN210,1.0,1.0,562.0,34.0,36.0,No,Yes,No,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,1,7,No,0,Unknown,No,1-Highest,Other,Other,Yes,0.5563170258121267,0.46266404
3187154,0,40.47,418.0,30.0,0.0,34.0,0.0,-370.0,-30.5,9.7,0.3,24.7,2.7,0.0,117.0,48.0,6.0,95.3,84.0,10.0,0.0,2.0,14,1,1,LAXVNY818,2.0,2.0,175.0,56.0,68.0,No,Yes,Yes,No,No,Known,Yes,Yes,Yes,No,Yes,Yes,0,0,No,No,0,9,No,0,80,No,3-Good,Suburban,Professional,Yes,3.7562192205454994,0.3142098
3375582,1,847.82,1731.0,49.0,6.43,1073.0,0.0,5192.0,2483.5,14.7,0.0,6.0,2.3,28.0,100.6,55.0,17.7,249.7,199.0,14.7,0.0,0.0,8,1,1,NYCMAN917,1.0,1.0,216.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,3-Good,Other,Other,No,4.539036227949899,0.07863492
3328998,0,39.98,1300.0,47.0,0.74,0.0,0.0,-548.0,-5.0,7.7,13.0,107.7,17.0,0.3,405.0,103.7,34.3,160.0,638.0,20.7,0.0,19.7,9,2,2,MINSTP612,2.0,1.0,265.0,48.0,48.0,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,8,No,0,60,No,2-High,Suburban,Other,Yes,4.559596480039917,0.19551764
3185358,0,51.16,233.0,50.0,0.5,0.0,0.7,-68.0,0.8,3.7,3.7,3.7,0.0,0.0,37.9,6.7,0.0,20.7,23.3,7.3,0.0,0.0,18,1,1,NCRRIC804,1.0,1.0,533.0,36.0,0.0,No,No,Yes,No,No,Known,No,No,No,Yes,No,Yes,0,0,No,No,0,3,No,0,Unknown,No,5-Low,Other,Professional,No,2.3423637581701118,0.27873698
3366346,0,51.72,1696.0,89.0,0.0,0.0,2.1,126.0,2.0,27.0,12.7,84.7,18.0,1.7,428.1,190.3,64.3,248.3,242.0,39.7,0.0,8.0,9,1,1,APCSIL301,1.0,1.0,247.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,1,0,No,0,Unknown,No,3-Good,Other,Other,Unknown,10.32601270768085,0.19705696
3264366,1,19.99,5.0,30.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,1,NYCNEW973,1.0,1.0,348.0,28.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,Unknown,No,2-High,Other,Other,Unknown,0.0,0.33463192
3199218,0,60.75,241.0,60.0,2.23,25.0,1.0,65.0,10.4,2.3,1.0,11.7,0.0,0.3,18.7,2.3,2.7,46.7,6.0,3.3,0.0,0.0,17,2,2,DETTOL419,1.0,1.0,501.0,62.0,56.0,No,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,4,No,0,Unknown,No,2-High,Town,Clerical,Yes,1.1744992113240669,0.31091815
3342386,0,54.24,262.0,35.0,0.25,42.0,0.2,68.0,13.4,1.0,4.3,3.3,1.3,0.0,66.5,1.0,0.0,65.0,14.3,5.3,0.0,0.3,6,1,1,NCRRAL919,1.0,1.0,191.0,20.0,0.0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,4-Medium,Town,Other,No,1.301587894873773,0.3196174
3371930,0,74.39,1058.0,50.0,0.0,76.0,0.2,241.0,48.2,10.0,88.0,64.3,0.0,3.0,304.8,70.7,54.7,134.3,238.0,111.3,0.0,3.3,6,1,1,NCRGRE336,3.0,3.0,2.0,0.0,0.0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,200,No,3-Good,Other,Other,No,17.851611643674943,0.24113643
3012758,0,30.46,134.0,30.0,0.25,0.0,0.0,-41.0,0.4,8.7,3.3,26.3,0.0,0.0,37.1,6.3,0.0,42.0,40.0,12.0,0.0,0.0,42,2,1,PHIJEN215,4.0,3.0,1254.0,0.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,Yes,0,0,No,0,30,No,1-Highest,Suburban,Other,Unknown,4.857660346029518,0.34682193
3275806,0,86.93,2852.0,95.0,0.0,77.0,0.0,-350.0,2.1,40.0,5.0,204.0,30.0,0.0,782.7,312.3,113.7,490.7,737.7,45.0,0.0,62.0,15,3,3,MILMIL414,5.0,5.0,106.0,32.0,32.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,No,1,1,No,0,130,No,3-Good,Other,Other,Unknown,12.299884519027616,0.1277505
3175310,0,30.0,63.0,30.0,0.0,0.0,0.0,-16.0,0.0,0.0,0.0,17.7,0.0,0.0,23.9,7.7,0.0,41.0,5.3,0.0,0.0,0.0,21,2,2,DETDET313,1.0,1.0,619.0,48.0,50.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Other,Other,No,0.0,0.2832807
3219486,0,37.7,141.0,40.0,0.25,11.0,0.0,6.0,-3.5,0.7,0.0,5.3,0.0,0.7,36.9,5.3,0.7,29.0,18.3,0.7,0.0,0.0,12,1,1,SFRSCL408,1.0,1.0,350.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,3-Good,Suburban,Other,No,0.3251890392051826,0.28992158
3143042,1,83.02,398.0,30.0,0.0,152.0,0.0,-164.0,-53.0,38.0,2.3,17.0,2.3,0.0,96.2,27.0,1.7,115.0,51.0,40.3,0.0,0.0,20,1,1,STLSTL314,1.0,1.0,594.0,46.0,0.0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,8,No,0,Unknown,No,2-High,Other,Other,Unknown,15.051430172997145,0.4559589
3055034,0,49.99,267.0,50.0,0.0,0.0,0.0,55.0,0.0,0.7,0.0,1.0,0.0,0.0,8.7,0.7,0.0,17.7,7.0,0.7,0.0,0.0,31,1,1,SEASEA206,1.0,1.0,941.0,56.0,52.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,5,No,0,Unknown,No,1-Highest,Other,Other,Yes,0.28826789046923124,0.23496825
3372578,0,55.84,832.0,43.0,0.5,59.0,0.3,-110.0,-15.9,14.0,5.3,52.7,3.3,0.3,99.2,23.3,5.3,99.3,95.7,19.3,0.0,2.7,6,1,1,DETKAL616,1.0,1.0,183.0,38.0,36.0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,6,No,0,Unknown,No,5-Low,Other,Other,Yes,5.700693784198827,0.2661836
3252782,0,47.54,414.0,45.0,0.25,5.0,0.0,120.0,6.7,6.7,0.0,5.7,0.0,0.3,79.3,14.0,8.0,55.7,48.0,6.7,0.0,0.0,16,1,1,NYCBRO917,1.0,1.0,471.0,48.0,22.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,Unknown,No,2-High,Other,Other,No,2.5590562057677126,0.22796781
3285702,0,21.82,28.0,29.0,0.0,0.0,0.0,9.0,8.2,0.0,0.0,0.7,1.7,0.0,1.3,0.3,0.0,4.3,4.3,0.0,0.0,0.0,12,1,1,LAXDOW562,1.0,1.0,356.0,22.0,0.0,No,No,Yes,No,No,Unknown,Yes,Yes,No,No,No,Yes,0,0,No,No,0,0,No,0,Unknown,No,3-Good,Other,Other,No,0.0,0.2905052
3268738,1,60.98,191.0,70.0,0.99,0.0,0.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,1,OHICIN513,1.0,1.0,446.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,2-High,Suburban,Other,Unknown,0.0,0.26168075
3388310,1,121.5,3385.0,60.0,6.68,159.0,0.0,940.0,36.0,14.7,20.3,171.3,16.7,0.0,512.2,86.3,38.0,219.0,526.7,35.0,0.0,15.3,7,1,1,SANSAN210,2.0,2.0,162.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,100,No,5-Low,Other,Other,Unknown,7.040258818176102,0.10367252
3021234,0,47.65,344.0,32.0,0.0,48.0,0.7,-44.0,-15.2,11.7,1.3,7.3,0.0,0.3,82.8,20.3,8.7,84.3,56.3,13.0,0.0,0.0,34,2,2,NYCNAS516,2.0,2.0,399.0,42.0,44.0,No,No,Yes,Yes,Yes,Known,No,Yes,No,No,No,Yes,0,0,No,No,0,9,No,1,30,No,1-Highest,Other,Other,Yes,4.8661417793109765,0.32958573
3098798,0,29.99,3.0,30.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,1,NYCCIT914,1.0,1.0,786.0,34.0,40.0,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,No,0,7,No,0,Unknown,No,2-High,Suburban,Professional,Yes,0.0,0.37524298
3190350,1,33.45,289.0,10.0,1.24,85.0,1.3,-31.0,-11.9,7.7,1.0,31.0,4.7,0.7,50.8,37.0,8.0,87.3,92.0,8.7,0.0,1.3,20,3,3,NEVELC619,1.0,1.0,581.0,34.0,32.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,5,No,0,Unknown,No,3-Good,Other,Clerical,Yes,3.329884697904714,0.48239446
3192738,0,32.17,262.0,30.0,0.25,5.0,0.0,-59.0,-2.2,2.3,0.3,27.3,0.0,0.0,65.1,14.0,3.3,39.3,44.7,2.7,0.0,0.0,17,1,1,BOSNSH603,1.0,1.0,515.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,Unknown,No,2-High,Other,Other,Unknown,1.0123461404573788,0.29261515
3350470,1,98.75,1102.0,95.0,3.46,51.0,0.0,-630.0,-22.8,8.3,8.0,88.0,4.3,0.3,456.4,70.0,66.7,380.0,101.7,16.3,0.0,14.0,12,3,3,NMXELP915,2.0,2.0,200.0,34.0,34.0,No,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,5,No,0,150,No,3-Good,Suburban,Other,No,4.042575372355552,0.24497713
3209734,0,55.16,449.0,52.0,0.25,6.0,0.0,-179.0,-2.3,3.7,1.7,33.0,0.3,0.0,241.0,16.3,18.7,167.7,62.3,5.3,0.0,2.0,18,2,1,FLNCOC407,1.0,1.0,540.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,5-Low,Other,Other,Unknown,1.7148398387871826,0.22861403
3063402,1,43.26,452.0,30.0,2.48,17.0,0.0,-278.0,-11.6,3.0,0.3,18.0,0.0,0.3,94.5,50.7,12.7,97.0,104.7,3.3,0.0,1.0,24,1,1,NYCBRO917,4.0,4.0,296.0,34.0,0.0,No,Yes,Yes,No,No,Unknown,Yes,Yes,No,No,No,Yes,1,1,No,No,0,6,No,0,150,Yes,1-Highest,Other,Other,No,1.1859073268975262,0.20512997
3098698,0,40.18,414.0,46.0,1.24,0.0,0.0,223.0,10.8,8.3,1.7,19.0,2.0,0.0,68.7,63.3,21.7,70.7,102.7,10.0,0.0,2.7,24,1,1,HARHAR860,4.0,3.0,267.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,30,No,4-Medium,Suburban,Other,Unknown,3.494830489966354,0.20939653
3012082,0,29.99,195.0,30.0,0.0,0.0,0.0,14.0,0.0,0.7,0.0,10.0,0.0,0.0,0.5,1.7,0.0,9.7,14.0,0.7,0.0,0.0,40,1,1,SFROAK925,1.0,1.0,1209.0,54.0,54.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,9,No,0,Unknown,No,1-Highest,Suburban,Other,Yes,0.30534649583207263,0.18156876
3228594,1,29.29,232.0,40.0,0.0,0.0,0.0,-43.0,0.7,15.3,9.3,15.0,0.7,0.0,38.7,24.3,6.3,56.3,31.0,24.7,0.0,2.3,11,1,1,HOUHOU281,1.0,1.0,335.0,32.0,32.0,Yes,No,No,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,8,No,0,Unknown,No,4-Medium,Other,Other,No,8.426459887592209,0.5267748
3072070,1,45.53,216.0,35.0,0.0,23.0,0.0,214.0,30.4,5.7,0.0,15.0,0.0,0.3,103.8,3.7,2.7,98.0,35.0,5.7,0.0,0.0,23,1,1,NYCMAN917,2.0,1.0,662.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,80,No,6-VeryLow,Other,Other,Unknown,2.4393794692688124,0.2827146
3244690,1,34.25,574.0,40.0,0.0,11.0,0.0,-40.0,-3.2,5.7,0.3,6.7,0.3,0.0,199.7,21.7,0.3,86.0,95.3,6.0,0.0,0.0,10,1,1,NYCMAN917,1.0,1.0,314.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,7-Lowest,Other,Other,Unknown,2.119762318730474,0.40616685
3050154,0,76.21,584.0,34.0,2.97,124.0,0.0,-86.0,-74.5,7.3,7.7,56.7,3.0,0.3,88.7,20.7,4.0,157.0,85.7,15.0,0.0,3.0,30,1,1,DALFTW817,1.0,1.0,910.0,30.0,30.0,Yes,No,No,Yes,Yes,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,Yes,0,6,No,0,Unknown,No,4-Medium,Other,Professional,Yes,4.029299915324166,0.392522
3231498,0,10.34,39.0,10.0,0.25,0.0,0.0,-10.0,0.7,2.0,0.0,2.7,0.0,0.0,0.6,3.3,0.3,11.3,1.3,2.0,0.0,0.0,11,2,2,SEAPOR503,1.0,1.0,331.0,44.0,38.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,Unknown,No,2-High,Other,Other,Unknown,1.2475482770969628,0.38654122
3306670,0,63.09,1308.0,45.0,0.5,72.0,2.4,302.0,10.8,2.3,3.7,37.0,10.0,0.7,108.0,33.7,7.0,64.3,144.7,6.0,0.0,0.7,9,1,1,MILMAD608,1.0,1.0,285.0,58.0,58.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,1,6,No,0,Unknown,No,2-High,Suburban,Other,Yes,1.3314200141762973,0.42510474
3133978,0,30.25,183.0,30.0,0.25,0.0,0.0,-32.0,0.7,1.3,1.3,14.3,0.0,0.0,52.5,18.0,10.3,71.0,6.0,2.7,0.0,0.0,24,1,1,NCRWIN336,1.0,1.0,727.0,34.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,6,No,0,Unknown,No,2-High,Town,Other,No,0.8609067077775244,0.2700514
3136834,0,36.12,321.0,35.0,0.5,0.0,0.0,359.0,43.9,6.7,1.0,39.3,3.7,0.0,35.1,46.0,16.0,93.7,66.0,7.7,0.0,0.7,20,4,2,NYCBRO917,3.0,3.0,20.0,40.0,0.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,7,No,0,150,No,3-Good,Other,Other,Unknown,2.8708240141189654,0.26986033
3046202,0,58.9,815.0,70.0,0.0,6.0,0.0,-121.0,-2.4,2.0,0.3,20.7,1.0,0.0,43.6,22.7,12.7,80.3,54.7,2.3,0.0,1.7,27,2,2,SEATAC253,1.0,1.0,828.0,32.0,28.0,Yes,No,No,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,4,No,0,Unknown,No,1-Highest,Suburban,Professional,Yes,0.7383892469202271,0.24161091
3061730,0,75.67,382.0,75.0,0.0,0.0,0.0,44.0,-0.7,0.7,0.3,18.0,0.0,0.3,163.2,8.3,1.7,152.7,20.7,1.0,0.0,0.3,24,1,1,SFRSCL408,2.0,2.0,254.0,34.0,0.0,No,No,Yes,No,No,Unknown,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,6,No,0,30,No,1-Highest,Other,Other,No,0.32903495589857307,0.2131217
3090018,1,121.22,1848.0,95.0,0.0,120.0,0.5,988.0,95.5,13.3,0.3,39.0,2.0,0.0,601.7,36.7,17.3,232.3,168.7,13.7,0.0,7.3,23,1,1,PITHOM412,1.0,1.0,709.0,0.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,6-VeryLow,Other,Other,Unknown,4.116976748715183,0.17185788
3179042,1,30.57,120.0,30.0,0.0,0.0,0.0,38.0,0.7,0.3,0.7,8.7,0.0,0.0,4.1,1.3,0.0,12.7,19.7,1.0,0.0,0.0,14,1,1,NMXLAR956,1.0,1.0,440.0,34.0,66.0,No,No,No,Yes,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,1,No,0,Unknown,No,5-Low,Other,Other,No,0.31202833569609756,0.28793496
3297698,0,21.58,0.0,27.0,0.0,0.0,0.0,0.0,-21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,1,APCBAL410,1.0,1.0,340.0,38.0,36.0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,4-Medium,Suburban,Other,Yes,0.0,0.5358016
3260694,0,33.04,460.0,40.0,2.23,1.0,0.5,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,1,MIADEL561,1.0,1.0,399.0,66.0,60.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,9,No,0,Unknown,No,2-High,Suburban,Other,Yes,0.0,0.21842073
3187786,1,34.73,389.0,45.0,0.5,2.0,0.0,70.0,2.3,5.0,9.3,6.3,0.0,1.0,129.5,25.7,30.7,52.7,57.0,14.3,0.0,1.7,14,1,1,NCRRIC804,2.0,2.0,312.0,28.0,0.0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,150,No,2-High,Other,Other,No,3.724177819278862,0.22835349
3309262,0,41.53,623.0,45.0,0.5,2.0,0.0,274.0,0.3,3.7,2.7,46.7,0.0,0.0,128.1,30.0,20.0,59.0,70.7,6.3,0.0,0.3,13,1,1,OHIWAR330,4.0,2.0,115.0,52.0,52.0,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,1,7,No,0,150,No,3-Good,Town,Crafts,Yes,1.8066335546405627,0.1976095
3324162,0,17.8,40.0,10.0,0.0,8.0,0.0,-12.0,-7.8,1.0,0.3,5.7,0.0,0.0,22.1,3.0,3.7,11.3,4.3,1.3,0.0,0.0,9,2,2,SFRSFR415,1.0,1.0,268.0,46.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,0,0,Yes,No,0,4,No,0,Unknown,No,4-Medium,Other,Other,No,0.7125853255327963,0.28628826
3112962,0,60.57,619.0,50.0,0.0,9.0,0.0,380.0,18.2,5.7,0.7,50.3,0.0,0.0,74.9,2.0,0.0,94.7,27.7,6.3,0.0,0.3,25,1,1,SHEWIN540,1.0,1.0,750.0,36.0,36.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Rural,Other,Yes,2.166547148018307,0.3076212
3177550,0,122.65,1892.0,85.0,6.19,102.0,0.8,-492.0,-40.7,16.0,1.0,45.3,1.7,0.0,612.4,151.3,27.3,220.3,213.7,17.0,0.0,9.7,17,1,1,LAXALA562,3.0,3.0,326.0,58.0,52.0,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,6,No,0,10,No,3-Good,Other,Professional,Yes,5.034826419974012,0.25143707
3230294,0,12.56,146.0,10.0,0.25,9.0,0.0,-38.0,-2.6,0.3,1.0,16.3,0.0,0.0,34.5,2.3,8.3,25.0,34.0,1.3,0.0,0.0,13,3,3,INDIND317,1.0,1.0,394.0,40.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,3-Good,Suburban,Professional,No,0.369069626721342,0.19483717
